student_id,gender,year_of_study,department,sleep_time,wake_up_time,alarm_usage,morning_productivity,night_productivity,cleanliness_score,room_organization_level,noise_tolerance,study_noise_preference,fan_or_cooler_preference,study_habit,daily_study_hours,food_preference,exam_preparation_style,introvert_extrovert_score,social_frequency,relationship_status,smoking_drinking,workout,gaming,anime,room_stay_duration,career_interest,cult_sports,language
2347,female,1,MNC,3,7,1,4,8,0,5,2,light_music,cooler,night_before,1,non_veg,last_minute,7,low,committed,0,0,1,1,15,mechanical,sports,Multilingual
2348,female,2,EEE,1,9,1,10,5,1,10,4,cafe_noise,fan,regular,4,veg,last_minute,2,medium,committed,0,1,0,0,10,mechanical,sports,English
2349,female,3,ECE,22,9,0,8,9,7,2,4,silence,cooler,exam_crammer,5,veg,last_minute,3,medium,single,1,0,1,0,12,civil,none,English
2350,female,3,AI,1,9,1,4,10,1,9,4,cafe_noise,cooler,night_before,5,non_veg,group_study,8,medium,single,0,1,1,0,9,civil,cultural,English
2351,female,2,AI,1,7,0,4,8,2,4,6,silence,cooler,exam_crammer,2,non_veg,last_minute,3,low,committed,0,0,0,0,17,electronics,none,Telugu
2352,male,2,MNC,4,10,1,7,10,0,0,7,cafe_noise,fan,regular,4,veg,early_planner,4,medium,single,1,1,0,1,21,mechanical,none,Telugu
2353,female,2,Metallurgy,4,7,1,7,8,6,1,5,light_music,cooler,exam_crammer,0,veg,group_study,4,high,single,0,0,1,0,16,electronics,cultural,English
2354,male,4,MNC,1,7,1,8,10,9,3,2,cafe_noise,fan,regular,8,non_veg,group_study,4,high,committed,0,0,1,1,16,electronics,cultural,English
2355,female,1,Civil,4,9,1,10,2,9,10,0,cafe_noise,fan,night_before,2,veg,early_planner,2,high,committed,0,1,1,1,8,electronics,both,English
2356,female,3,MNC,0,7,1,2,9,7,2,7,silence,fan,night_before,4,non_veg,last_minute,6,low,committed,0,0,0,0,9,management,none,Telugu
2357,female,1,Others,2,7,1,3,10,1,6,7,silence,cooler,exam_crammer,0,non_veg,last_minute,5,medium,single,1,1,0,1,11,civil,both,Hindi
2358,male,4,MNC,23,9,0,6,8,7,8,8,silence,cooler,regular,0,non_veg,early_planner,10,medium,committed,0,0,1,0,19,management,both,Hindi
2359,male,2,EEE,23,8,1,7,6,4,8,10,light_music,fan,exam_crammer,0,veg,group_study,0,medium,single,0,0,0,0,13,management,both,Hindi
2360,male,1,MNC,4,7,1,4,8,4,10,6,silence,fan,exam_crammer,1,veg,group_study,0,medium,single,0,0,0,1,9,software,both,Telugu
2361,female,1,AI,3,10,1,1,9,9,2,5,silence,fan,exam_crammer,3,veg,early_planner,9,low,single,0,0,1,1,14,software,both,Tamil
2362,female,4,Civil,1,8,1,4,10,8,6,7,light_music,cooler,exam_crammer,3,non_veg,early_planner,7,medium,single,0,0,0,1,15,mechanical,both,Hindi
2363,female,4,Civil,1,7,0,4,9,7,3,3,cafe_noise,fan,night_before,4,veg,group_study,3,high,committed,0,1,1,0,8,electronics,none,Dont Care
2364,female,2,EEE,4,7,1,7,10,0,10,8,light_music,fan,exam_crammer,7,non_veg,group_study,9,low,committed,0,0,0,0,17,robotics,both,English
2365,male,2,ECE,22,6,0,6,9,6,9,6,light_music,cooler,regular,2,non_veg,early_planner,4,medium,committed,0,0,0,0,12,civil,cultural,Telugu
2366,female,1,Others,0,8,1,0,10,2,7,1,cafe_noise,fan,regular,7,non_veg,last_minute,7,medium,committed,0,1,1,0,15,management,both,Hindi
2367,female,3,MNC,3,6,1,9,10,9,0,4,cafe_noise,fan,regular,1,non_veg,last_minute,5,low,committed,0,0,1,1,17,robotics,both,Tamil
2368,male,2,CSE,0,10,1,1,7,6,0,2,silence,fan,regular,2,non_veg,early_planner,3,high,committed,0,0,1,0,14,electronics,sports,Telugu
2369,male,1,Civil,22,9,1,6,8,3,5,0,cafe_noise,cooler,regular,3,non_veg,early_planner,9,low,committed,1,0,0,1,13,software,cultural,Telugu
2370,male,3,EEE,3,7,0,4,9,4,7,7,light_music,cooler,night_before,6,non_veg,early_planner,8,medium,single,0,0,1,0,13,mechanical,both,English
2371,female,3,Others,23,10,1,1,9,6,3,0,cafe_noise,fan,exam_crammer,1,veg,early_planner,7,medium,committed,0,0,0,0,12,management,sports,Multilingual
2372,male,2,AI,4,7,1,3,7,2,6,5,light_music,cooler,regular,2,non_veg,group_study,4,low,single,0,0,0,1,11,civil,none,Telugu
2373,male,1,Others,0,7,1,0,7,8,7,8,cafe_noise,cooler,exam_crammer,3,veg,group_study,0,low,committed,0,1,0,0,17,civil,none,Dont Care
2374,male,3,Others,1,10,1,7,9,9,1,8,silence,cooler,regular,5,non_veg,group_study,10,high,committed,0,0,0,0,12,electronics,sports,Multilingual
2375,male,3,MNC,0,10,1,4,10,4,6,2,light_music,fan,night_before,3,non_veg,group_study,6,low,single,0,1,0,1,11,mechanical,sports,Telugu
2376,male,4,Metallurgy,0,10,0,3,7,6,0,6,light_music,fan,regular,3,veg,last_minute,0,low,single,1,0,0,0,17,mechanical,cultural,Hindi
2377,male,1,Metallurgy,1,10,1,0,8,8,8,2,light_music,fan,regular,1,veg,last_minute,3,high,single,0,1,0,0,16,civil,cultural,English
2378,female,2,Civil,3,8,0,0,10,6,2,10,light_music,fan,night_before,0,non_veg,group_study,9,medium,committed,0,1,0,1,15,mechanical,sports,Telugu
2379,male,1,Others,4,10,1,9,4,9,9,4,light_music,cooler,exam_crammer,6,non_veg,group_study,6,high,single,0,0,1,1,16,robotics,cultural,Multilingual
2380,female,2,ECE,1,6,1,9,7,10,0,1,light_music,fan,exam_crammer,3,non_veg,early_planner,7,high,committed,0,0,0,1,19,civil,both,Dont Care
2381,male,3,EEE,3,9,1,10,10,4,7,7,silence,cooler,night_before,7,veg,group_study,4,medium,committed,0,1,0,1,12,civil,sports,Telugu
2382,male,3,Others,22,9,1,10,7,2,2,0,cafe_noise,fan,regular,3,non_veg,last_minute,10,high,single,0,0,0,0,11,mechanical,none,English
2383,female,4,Others,22,8,0,10,10,0,4,6,light_music,fan,exam_crammer,4,veg,early_planner,6,low,single,0,1,0,0,14,robotics,sports,Dont Care
2384,male,2,Others,3,7,1,6,6,0,10,3,cafe_noise,cooler,exam_crammer,2,veg,early_planner,3,high,single,1,0,1,0,8,electronics,none,Multilingual
2385,male,3,ECE,22,9,1,10,9,6,8,1,silence,cooler,exam_crammer,1,non_veg,last_minute,10,high,committed,1,0,1,0,11,software,none,Dont Care
2386,female,3,Metallurgy,22,8,1,10,10,8,5,8,cafe_noise,fan,night_before,3,veg,early_planner,6,low,committed,0,1,0,0,14,robotics,cultural,Dont Care
2387,male,3,EEE,0,6,0,1,4,3,5,0,light_music,fan,regular,0,veg,group_study,6,low,committed,0,1,0,0,13,civil,sports,Tamil
2388,female,3,MNC,0,10,1,2,10,7,3,3,silence,cooler,regular,1,non_veg,last_minute,4,medium,committed,1,0,0,1,9,civil,none,Dont Care
2389,female,2,MNC,23,7,0,9,9,1,7,2,light_music,cooler,exam_crammer,2,veg,last_minute,10,medium,single,0,0,1,1,17,robotics,none,English
2390,male,4,EEE,1,10,1,1,6,8,10,0,light_music,fan,exam_crammer,2,veg,last_minute,5,high,committed,0,1,1,0,15,robotics,sports,Telugu
2391,male,1,ME,2,10,1,2,10,3,6,4,light_music,fan,regular,2,veg,last_minute,4,medium,committed,0,0,0,0,14,management,cultural,Tamil
2392,male,1,Others,1,9,0,2,9,5,1,3,cafe_noise,cooler,exam_crammer,3,veg,early_planner,7,high,single,0,0,0,0,16,civil,none,Hindi
2393,female,2,ME,0,10,1,7,10,3,0,1,cafe_noise,cooler,regular,4,non_veg,group_study,10,medium,committed,0,1,1,0,19,robotics,sports,Hindi
2394,male,4,EEE,0,9,1,6,10,3,6,2,cafe_noise,fan,regular,3,veg,early_planner,1,medium,single,0,0,0,0,17,electronics,sports,Multilingual
2395,male,4,ME,23,5,1,9,8,3,5,5,cafe_noise,cooler,exam_crammer,4,non_veg,early_planner,1,medium,committed,0,1,1,1,11,ai_ml,cultural,English
2396,male,4,AI,1,8,1,4,6,0,8,2,silence,cooler,exam_crammer,5,non_veg,group_study,7,high,single,0,0,1,1,21,robotics,cultural,Tamil
2397,female,3,CSE,3,8,1,7,2,7,6,7,cafe_noise,cooler,exam_crammer,7,veg,last_minute,7,high,single,0,0,0,0,18,electronics,none,Multilingual
2398,female,3,Metallurgy,1,9,0,9,9,7,8,4,light_music,cooler,regular,5,non_veg,last_minute,1,medium,single,0,1,1,0,8,electronics,both,Telugu
2399,female,2,EEE,22,6,0,3,7,9,3,4,light_music,cooler,regular,2,veg,early_planner,1,high,single,0,0,1,0,15,mechanical,none,English
2400,female,4,Civil,0,7,0,7,3,0,6,0,cafe_noise,cooler,regular,5,non_veg,early_planner,9,high,single,0,0,0,0,12,software,sports,English
2401,female,3,Others,22,10,0,6,6,6,0,7,silence,fan,exam_crammer,2,veg,group_study,4,medium,committed,0,0,0,0,10,ai_ml,both,English
2402,female,4,AI,1,10,1,1,5,10,6,9,cafe_noise,cooler,night_before,4,veg,group_study,9,medium,single,0,0,0,1,10,robotics,sports,Multilingual
2403,female,3,AI,3,10,1,5,10,8,6,1,cafe_noise,cooler,regular,5,non_veg,last_minute,1,high,committed,0,0,1,0,14,robotics,sports,Telugu
2404,male,1,Others,1,8,1,6,7,10,7,8,light_music,fan,night_before,3,non_veg,group_study,10,low,committed,0,1,0,0,12,electronics,sports,English
2405,female,4,CSE,2,7,1,6,9,5,2,9,silence,fan,exam_crammer,5,veg,group_study,1,medium,committed,1,1,0,0,16,software,cultural,Tamil
2406,female,1,EEE,3,5,1,5,0,1,0,6,cafe_noise,cooler,exam_crammer,4,non_veg,last_minute,10,high,single,1,0,0,0,18,electronics,none,English
2407,female,4,AI,2,8,1,3,8,8,9,0,cafe_noise,cooler,exam_crammer,4,veg,group_study,6,high,single,0,1,0,1,17,management,sports,Dont Care
2408,female,4,EEE,4,6,1,1,8,6,3,9,cafe_noise,fan,exam_crammer,3,non_veg,group_study,6,low,committed,0,0,0,1,9,robotics,sports,Tamil
2409,female,3,MNC,0,8,1,2,10,6,10,1,silence,fan,night_before,4,veg,last_minute,9,low,single,0,0,1,1,12,ai_ml,both,English
2410,male,1,MNC,1,5,1,5,6,9,8,9,light_music,fan,night_before,0,veg,last_minute,3,medium,committed,0,0,1,0,13,electronics,sports,Multilingual
2411,male,2,MNC,1,8,1,7,9,7,4,2,cafe_noise,fan,night_before,3,non_veg,group_study,6,high,committed,0,1,1,0,16,robotics,both,English
2412,female,4,MNC,0,6,1,4,8,0,8,9,silence,cooler,exam_crammer,1,non_veg,early_planner,0,medium,committed,0,0,0,1,14,management,none,Hindi
2413,female,4,Civil,3,6,1,1,10,5,3,10,silence,cooler,night_before,7,non_veg,group_study,4,medium,single,1,0,1,1,12,software,none,Multilingual
2414,female,1,MNC,3,7,1,1,7,9,6,8,silence,fan,regular,5,veg,group_study,10,medium,single,0,0,0,1,19,software,cultural,Tamil
2415,male,2,ECE,23,10,1,9,10,9,8,5,silence,fan,night_before,4,veg,group_study,3,medium,single,0,0,0,0,15,software,sports,Multilingual
2416,female,4,Others,2,8,1,9,10,4,1,9,silence,fan,night_before,2,non_veg,group_study,0,medium,committed,0,0,0,0,15,robotics,cultural,Tamil
2417,male,2,AI,4,9,1,2,8,6,3,1,cafe_noise,cooler,regular,5,non_veg,group_study,8,medium,committed,0,0,0,0,15,management,none,English
2418,female,3,ME,1,7,1,5,8,0,0,5,light_music,fan,regular,0,veg,last_minute,10,medium,single,0,0,0,0,14,electronics,none,Hindi
2419,female,3,Others,3,6,1,2,8,8,4,1,light_music,fan,night_before,3,veg,early_planner,1,high,single,0,1,0,0,9,software,none,Multilingual
2420,female,2,ME,4,9,1,6,7,4,7,7,cafe_noise,cooler,night_before,4,veg,last_minute,9,medium,committed,0,0,0,0,16,civil,sports,Tamil
2421,male,4,Civil,1,8,1,6,6,0,10,7,cafe_noise,fan,night_before,2,non_veg,group_study,9,high,committed,0,0,0,1,10,mechanical,sports,Multilingual
2422,female,3,AI,1,7,1,5,7,0,2,7,silence,fan,night_before,4,non_veg,early_planner,0,medium,single,0,0,0,0,19,mechanical,sports,Tamil
2423,male,2,Others,23,9,1,0,0,2,3,7,cafe_noise,cooler,regular,0,non_veg,early_planner,2,medium,single,0,0,0,0,15,robotics,none,Multilingual
2424,male,3,Others,1,7,1,6,6,7,8,7,silence,fan,regular,2,veg,last_minute,10,medium,single,0,0,1,0,17,robotics,cultural,Multilingual
2425,female,4,ME,0,10,1,7,10,5,6,2,light_music,fan,regular,2,veg,group_study,6,high,single,0,1,0,0,17,civil,cultural,Tamil
2426,female,2,CSE,1,8,1,2,7,5,7,3,light_music,fan,regular,3,veg,group_study,5,low,single,0,0,0,0,17,mechanical,cultural,English
2427,female,4,ME,3,9,1,4,6,2,1,5,silence,cooler,night_before,7,non_veg,early_planner,2,high,committed,1,0,0,1,13,ai_ml,both,Tamil
2428,male,3,MNC,0,7,1,5,10,10,1,5,light_music,cooler,night_before,4,non_veg,early_planner,10,low,committed,0,0,0,1,8,mechanical,none,Telugu
2429,female,2,MNC,23,6,1,9,6,0,7,5,light_music,fan,regular,4,veg,early_planner,2,medium,single,1,0,1,1,16,robotics,sports,Hindi
2430,female,2,Civil,1,8,1,0,8,8,8,7,light_music,cooler,night_before,5,veg,group_study,0,high,single,0,0,1,0,14,civil,none,Multilingual
2431,female,4,AI,4,7,1,7,8,5,7,4,light_music,fan,night_before,8,non_veg,group_study,10,medium,single,0,0,0,0,17,civil,none,Dont Care
2432,male,1,Metallurgy,1,7,1,5,6,0,10,10,light_music,fan,night_before,0,non_veg,last_minute,6,low,committed,0,1,1,1,13,management,both,English
2433,female,4,Metallurgy,0,9,1,1,6,9,10,7,silence,fan,regular,2,non_veg,group_study,8,low,single,1,0,0,0,17,software,sports,Tamil
2434,male,2,AI,0,7,0,4,7,7,3,2,cafe_noise,cooler,regular,3,veg,group_study,1,high,committed,0,0,0,0,8,civil,cultural,Multilingual
2435,female,1,ECE,2,7,1,3,6,0,3,9,light_music,fan,regular,3,veg,group_study,7,medium,committed,1,0,0,0,15,software,none,English
2436,male,2,AI,1,7,1,2,6,9,2,6,light_music,cooler,regular,4,veg,group_study,3,low,single,0,0,0,0,11,electronics,both,Hindi
2437,male,2,Metallurgy,1,10,0,9,7,6,5,4,cafe_noise,cooler,exam_crammer,6,veg,group_study,8,low,single,0,0,0,0,11,robotics,none,Multilingual
2438,female,2,Metallurgy,4,7,1,1,6,3,7,6,cafe_noise,cooler,exam_crammer,1,veg,early_planner,5,high,committed,0,0,1,1,8,software,none,Telugu
2439,female,3,ECE,1,7,1,8,8,0,7,10,light_music,cooler,regular,2,veg,last_minute,1,high,committed,0,1,0,0,12,civil,sports,Telugu
2440,female,4,Metallurgy,0,9,1,10,6,2,3,7,light_music,fan,exam_crammer,2,non_veg,group_study,10,high,single,0,0,0,0,18,management,sports,Telugu
2441,female,1,MNC,1,9,1,1,2,3,6,10,silence,fan,regular,5,non_veg,early_planner,3,medium,committed,0,0,0,0,17,management,both,Dont Care
2442,female,3,ECE,4,5,1,10,7,1,7,8,cafe_noise,fan,night_before,4,non_veg,group_study,10,high,committed,0,0,0,0,9,software,both,English
2443,male,3,MNC,1,7,1,10,6,5,2,10,cafe_noise,cooler,regular,2,non_veg,last_minute,10,high,committed,0,1,0,0,9,software,sports,Hindi
2444,male,2,AI,0,9,1,8,6,2,9,4,light_music,cooler,night_before,3,non_veg,last_minute,5,high,single,0,1,1,0,15,management,none,Multilingual
2445,male,2,Others,0,7,1,8,9,0,6,6,light_music,fan,exam_crammer,2,veg,last_minute,0,medium,committed,0,0,0,0,16,robotics,sports,Dont Care
2446,female,2,ME,1,10,1,1,3,5,5,2,silence,fan,night_before,3,veg,group_study,5,high,committed,0,0,0,0,13,civil,sports,Hindi
2447,female,4,ME,23,6,0,1,8,3,5,6,light_music,cooler,exam_crammer,5,non_veg,last_minute,2,medium,committed,0,0,0,0,13,robotics,none,English
2448,male,3,CSE,0,9,1,1,9,6,8,2,light_music,cooler,exam_crammer,5,veg,early_planner,1,medium,committed,0,0,0,0,15,electronics,none,Tamil
2449,female,2,Metallurgy,2,6,1,4,4,1,5,9,cafe_noise,cooler,exam_crammer,1,veg,group_study,5,medium,committed,1,0,1,0,10,software,cultural,Telugu
2450,female,3,Others,4,8,0,5,7,6,2,6,silence,cooler,night_before,0,veg,early_planner,6,high,committed,0,0,1,0,16,ai_ml,sports,Tamil
2451,female,2,ECE,0,8,1,9,10,5,1,7,silence,fan,exam_crammer,1,veg,group_study,2,medium,committed,0,1,0,0,12,robotics,both,Hindi
2452,female,3,AI,2,10,1,8,7,9,9,7,light_music,fan,night_before,2,veg,group_study,7,low,single,0,0,1,0,20,robotics,sports,Dont Care
2453,female,4,ME,4,8,1,7,6,3,2,0,silence,cooler,night_before,4,veg,early_planner,4,low,single,0,0,0,0,11,mechanical,cultural,Tamil
2454,male,3,MNC,1,10,1,2,9,4,1,0,cafe_noise,fan,night_before,0,non_veg,group_study,2,medium,committed,0,0,0,1,15,software,none,Multilingual
2455,female,1,Metallurgy,22,7,0,10,9,0,6,10,silence,fan,regular,0,veg,group_study,0,medium,committed,0,0,0,0,10,electronics,sports,Telugu
2456,male,2,MNC,3,7,1,6,7,6,3,6,cafe_noise,fan,regular,2,non_veg,last_minute,1,high,committed,0,0,1,0,9,management,sports,Telugu
2457,male,3,MNC,0,8,0,2,8,8,0,2,light_music,fan,night_before,4,non_veg,group_study,10,medium,single,0,0,1,0,19,ai_ml,sports,Dont Care
2458,male,4,Others,23,6,0,4,8,4,10,3,silence,cooler,exam_crammer,4,veg,early_planner,7,medium,committed,0,1,0,0,14,electronics,both,Hindi
2459,female,3,Civil,1,7,1,0,4,10,6,4,light_music,cooler,night_before,5,non_veg,last_minute,0,high,single,0,1,0,1,10,software,cultural,Hindi
2460,female,3,ME,4,10,1,0,8,7,5,3,silence,cooler,night_before,4,veg,last_minute,9,high,single,0,0,1,0,16,civil,both,Multilingual
2461,female,2,Metallurgy,23,5,1,7,7,8,5,6,silence,fan,regular,0,non_veg,early_planner,3,low,single,0,0,0,0,16,civil,sports,Dont Care
2462,male,1,CSE,3,9,1,4,9,5,8,9,light_music,cooler,regular,3,non_veg,group_study,0,high,committed,0,0,0,1,17,management,none,Hindi
2463,male,2,EEE,0,6,1,9,10,6,6,7,light_music,fan,night_before,3,non_veg,last_minute,6,high,single,0,1,0,1,12,robotics,both,Telugu
2464,female,4,ECE,1,10,1,0,8,5,6,7,silence,cooler,night_before,2,veg,group_study,4,medium,committed,0,1,0,0,19,electronics,both,Tamil
2465,female,4,EEE,4,7,1,10,9,6,10,9,cafe_noise,cooler,night_before,1,veg,early_planner,3,medium,committed,0,0,0,1,9,ai_ml,both,English
2466,female,1,ECE,1,8,1,0,6,5,3,6,cafe_noise,cooler,regular,0,non_veg,last_minute,9,high,single,0,0,0,0,12,ai_ml,sports,Dont Care
2467,male,2,MNC,3,8,1,6,8,4,5,4,light_music,cooler,exam_crammer,5,veg,group_study,7,high,committed,0,0,1,0,9,mechanical,sports,Dont Care
2468,male,1,EEE,1,6,1,2,9,4,9,8,cafe_noise,fan,exam_crammer,1,non_veg,last_minute,0,high,single,1,1,1,0,12,robotics,none,Dont Care
2469,male,4,Metallurgy,2,10,1,6,8,6,1,4,cafe_noise,cooler,regular,3,veg,last_minute,0,medium,single,0,0,0,0,9,electronics,sports,Tamil
2470,male,1,MNC,2,7,1,7,6,6,8,2,light_music,fan,regular,3,veg,last_minute,7,high,single,0,0,0,0,11,mechanical,both,English
2471,male,4,CSE,1,10,0,1,7,10,10,10,cafe_noise,cooler,night_before,8,veg,group_study,0,high,single,0,0,0,1,12,robotics,none,Dont Care
2472,male,1,ME,0,7,1,0,10,5,1,9,silence,fan,night_before,2,non_veg,group_study,1,high,single,1,1,0,0,16,management,sports,Telugu
2473,male,1,AI,0,10,1,4,0,1,0,7,light_music,fan,night_before,1,non_veg,last_minute,0,high,single,0,0,1,0,13,electronics,cultural,Hindi
2474,female,1,Others,4,9,1,1,5,3,1,3,cafe_noise,cooler,night_before,2,veg,last_minute,3,medium,committed,0,0,1,0,17,mechanical,sports,Hindi
2475,female,4,Others,2,10,1,9,6,3,4,2,silence,fan,night_before,4,veg,early_planner,10,low,single,1,0,0,0,8,robotics,cultural,Telugu
2476,male,3,EEE,22,10,1,9,4,2,7,8,light_music,fan,regular,6,veg,last_minute,8,medium,committed,0,0,0,0,14,management,sports,Hindi
2477,male,1,MNC,0,10,1,7,4,6,3,5,light_music,fan,night_before,5,veg,last_minute,7,medium,committed,0,0,0,0,16,mechanical,both,Hindi
2478,male,4,MNC,4,10,1,8,6,10,7,6,silence,cooler,regular,5,non_veg,early_planner,7,high,single,0,0,0,0,13,ai_ml,both,English
2479,female,2,AI,2,7,0,7,3,10,4,1,silence,fan,regular,0,non_veg,early_planner,6,high,committed,0,0,1,0,14,management,both,English
2480,female,1,Others,0,10,1,3,8,3,1,2,silence,fan,regular,6,veg,group_study,3,medium,single,0,0,0,0,13,electronics,both,Hindi
2481,male,1,Others,23,10,1,9,3,9,0,7,cafe_noise,fan,regular,0,non_veg,early_planner,5,low,single,0,1,0,0,14,mechanical,sports,Multilingual
2482,male,3,AI,3,10,1,4,7,6,1,8,light_music,fan,exam_crammer,2,veg,group_study,5,high,single,0,1,1,1,21,management,both,Hindi
2483,female,1,CSE,1,8,1,5,7,9,9,2,light_music,fan,regular,5,non_veg,last_minute,0,medium,single,1,0,0,0,11,software,none,English
2484,female,2,Metallurgy,1,8,1,6,9,2,0,9,cafe_noise,cooler,exam_crammer,1,non_veg,group_study,2,high,committed,0,0,0,0,13,management,both,Dont Care
2485,male,2,Others,2,7,1,9,3,9,2,4,cafe_noise,cooler,night_before,0,veg,early_planner,6,low,committed,1,1,0,0,11,civil,sports,English
2486,male,4,EEE,4,10,0,5,6,9,4,8,silence,cooler,exam_crammer,4,non_veg,group_study,1,medium,single,0,0,0,0,13,civil,both,Multilingual
2487,female,2,Civil,1,7,1,1,7,0,4,2,cafe_noise,cooler,regular,7,veg,group_study,10,medium,committed,0,0,0,1,17,ai_ml,cultural,English
2488,female,4,AI,4,7,1,0,7,4,0,7,silence,cooler,regular,0,non_veg,last_minute,6,low,single,0,0,0,1,14,management,none,Dont Care
2489,female,3,CSE,1,5,1,3,9,10,7,10,cafe_noise,cooler,night_before,0,non_veg,early_planner,4,medium,committed,0,0,0,0,20,robotics,none,Telugu
2490,female,1,Metallurgy,1,5,1,9,6,3,4,1,silence,cooler,regular,2,veg,early_planner,6,high,single,0,0,0,1,13,management,cultural,Dont Care
2491,male,4,Civil,23,6,1,3,4,0,6,3,silence,fan,exam_crammer,5,non_veg,last_minute,8,medium,committed,0,1,1,0,16,software,both,English
2492,male,3,AI,3,7,1,1,9,0,3,8,cafe_noise,fan,night_before,3,veg,early_planner,6,medium,single,0,0,0,0,13,software,cultural,English
2493,male,1,MNC,1,6,1,8,9,9,4,6,silence,fan,regular,4,veg,early_planner,5,high,single,0,1,0,0,9,civil,both,English
2494,female,3,Civil,2,8,1,1,6,1,0,5,cafe_noise,fan,regular,3,veg,last_minute,1,high,single,0,0,0,0,11,software,sports,Telugu
2495,female,4,Metallurgy,2,9,1,10,3,0,0,6,cafe_noise,fan,regular,0,veg,early_planner,4,high,single,0,0,1,0,8,robotics,cultural,Tamil
2496,male,3,Civil,1,6,1,6,10,5,8,10,cafe_noise,fan,night_before,2,non_veg,early_planner,10,high,committed,0,1,1,0,8,robotics,sports,Multilingual
2497,female,2,EEE,23,7,0,6,9,3,8,8,cafe_noise,fan,regular,5,veg,last_minute,8,low,committed,0,0,0,0,12,robotics,both,Multilingual
2498,male,4,ECE,0,7,1,3,10,7,2,1,silence,cooler,exam_crammer,1,veg,early_planner,2,medium,single,0,0,1,0,19,management,none,Multilingual
2499,male,3,MNC,2,5,1,2,3,3,4,4,silence,cooler,regular,1,veg,early_planner,6,medium,single,0,0,0,0,17,electronics,sports,English
2500,female,4,Others,23,5,1,4,8,9,10,0,cafe_noise,fan,night_before,2,veg,early_planner,0,high,committed,0,0,1,0,16,robotics,both,Telugu
2501,male,2,ME,22,8,1,2,7,4,10,8,light_music,cooler,exam_crammer,0,veg,group_study,9,high,committed,0,0,1,0,21,robotics,cultural,Tamil
2502,female,4,AI,1,10,0,10,6,10,7,3,cafe_noise,cooler,night_before,7,veg,early_planner,4,medium,committed,0,0,0,0,22,software,both,Telugu
2503,male,3,AI,3,7,0,7,8,6,6,0,light_music,cooler,regular,5,veg,last_minute,3,medium,single,0,0,1,0,17,electronics,none,Hindi
2504,male,2,ECE,22,9,0,10,8,6,10,6,light_music,cooler,exam_crammer,2,veg,last_minute,3,low,single,0,0,0,0,15,electronics,both,Tamil
2505,female,2,Metallurgy,22,6,1,8,10,5,5,9,silence,cooler,exam_crammer,5,non_veg,early_planner,9,high,single,0,0,0,0,12,electronics,both,Multilingual
2506,female,3,Civil,0,10,1,10,7,8,8,2,light_music,fan,night_before,2,veg,last_minute,7,low,single,0,1,0,0,15,management,cultural,Tamil
2507,male,1,ECE,0,8,0,4,9,6,2,8,cafe_noise,cooler,night_before,7,non_veg,group_study,5,medium,single,0,0,0,0,13,ai_ml,sports,Multilingual
2508,male,3,MNC,3,10,0,8,6,2,4,8,light_music,cooler,night_before,2,veg,early_planner,4,high,single,0,0,1,0,12,civil,cultural,Multilingual
2509,male,3,CSE,1,7,1,1,10,6,1,10,cafe_noise,fan,night_before,4,non_veg,last_minute,10,medium,single,0,0,0,1,15,software,none,Tamil
2510,female,2,MNC,0,8,1,9,9,2,7,8,silence,fan,regular,7,veg,early_planner,3,low,single,0,0,1,0,15,electronics,cultural,English
2511,male,3,Others,0,10,0,4,3,3,8,10,light_music,fan,regular,2,non_veg,last_minute,3,low,single,0,0,1,0,16,electronics,sports,Hindi
2512,male,3,Metallurgy,0,9,0,7,8,2,8,5,light_music,cooler,regular,4,veg,last_minute,10,medium,committed,0,0,0,0,17,electronics,both,Dont Care
2513,female,3,Civil,1,9,1,8,9,5,5,9,cafe_noise,cooler,night_before,2,non_veg,last_minute,10,medium,single,0,0,1,1,10,ai_ml,cultural,Dont Care
2514,male,2,EEE,2,8,0,2,10,3,3,3,cafe_noise,cooler,regular,3,non_veg,group_study,8,medium,committed,0,1,1,0,14,software,both,English
2515,male,4,AI,22,7,1,0,7,9,6,10,cafe_noise,fan,regular,5,non_veg,early_planner,7,low,committed,0,0,1,1,17,civil,both,English
2516,female,3,Metallurgy,3,6,1,8,9,9,8,4,silence,fan,exam_crammer,1,veg,early_planner,4,medium,single,0,0,0,0,16,robotics,both,Dont Care
2517,female,2,MNC,0,5,0,1,7,1,2,9,light_music,cooler,regular,1,non_veg,early_planner,6,high,single,0,0,0,1,19,robotics,both,Multilingual
2518,male,2,ME,0,9,1,1,8,7,1,5,cafe_noise,fan,night_before,3,non_veg,group_study,9,medium,committed,0,0,0,1,17,ai_ml,none,Hindi
2519,male,2,ME,3,5,0,9,5,4,10,3,silence,fan,night_before,5,non_veg,group_study,6,low,committed,0,0,0,0,16,ai_ml,sports,Telugu
2520,male,2,CSE,22,8,1,5,10,10,6,6,cafe_noise,fan,night_before,3,veg,last_minute,1,medium,committed,0,1,1,0,21,robotics,sports,Dont Care
2521,female,3,ME,0,9,0,1,6,8,8,6,light_music,cooler,night_before,5,veg,early_planner,6,high,committed,0,0,1,0,18,civil,sports,Hindi
2522,male,2,Others,3,8,0,4,5,6,3,0,cafe_noise,fan,night_before,2,non_veg,last_minute,4,low,single,0,1,0,0,14,mechanical,both,Tamil
